customer	tier	homeStore	homeStoreLat	homeStoreLon	distance	receipt	datetime	onlineFlag	store	storeLat	storeLon	upc	desc	mupc	subcat	subcat_num	cat	cat_num	dept	dept_num	sales	discount	quantity
6d1d2cb2cc186dd69ecb186d7aa72a3ac928f990	2	11	35.053394	-80.848528	0.196356301	fb5bd376bebd03845c0635ceab65dd4798b98f40	12/17/14 8:01	0	11	35.053394	-80.848528	968840	CAFFE MOCHA GRANDE	96884	NFS BEVERAGE ESPRESSO	1589	NFS STARBUCKS	369	COFFEE SHOP	22	4.15	0	1
dacfdb33b1b94a2fa4414bb4c6446e8798041985	4	372	34.937113	-80.837892	14.94009329	03592cd8bc5427696c0c6aafaf993e369d069f20	11/28/14 11:52	0	372	34.937113	-80.837892	968840	CAFFE MOCHA GRANDE	96884	NFS BEVERAGE ESPRESSO	1589	NFS STARBUCKS	369	COFFEE SHOP	22	4.15	0	1
d3beed2865aae7921602f2091642da20adeeaf91	1	372	34.937113	-80.837892	0.894918591	b631576e18a5af3a288e2c263fcbb7e779753aad	2/10/15 14:36	0	372	34.937113	-80.837892	968840	CAFFE MOCHA GRANDE	96884	NFS BEVERAGE ESPRESSO	1589	NFS STARBUCKS	369	COFFEE SHOP	22	4.15	0	1
b7e1959d2ca6e6b555705aa52fe92d50678b324a	4	274	35.603432	-80.895009	2.06399598	2be1ac835c44c433b83e3a3bedbe83debb8ff5ac	12/3/14 13:43	0	372	34.937113	-80.837892	968840	CAFFE MOCHA GRANDE	96884	NFS BEVERAGE ESPRESSO	1589	NFS STARBUCKS	369	COFFEE SHOP	22	4.15	0	1
f7f76beca3f43fd3d06fd6a9d93cb3f39922edbc	1	27	35.037115	-80.8062	0.942481931	b3c60047404cc53643fc533e5e1310861da0a11e	12/13/14 14:06	0	11	35.053394	-80.848528	968840	CAFFE MOCHA GRANDE	96884	NFS BEVERAGE ESPRESSO	1589	NFS STARBUCKS	369	COFFEE SHOP	22	8.3	0	2
e6f999a809e5b909ec20ce6f12c989ae63711a38	3	274	35.603432	-80.895009	3.125601335	8acbaedf847f2e75bb2384ab3b187950412c6e05	12/7/14 15:32	0	99	35.585842	-80.875654	970270	VAN BEAN CREME FRAPP GRANDE	97027	NFS BEVERAGE BLEND	1597	NFS STARBUCKS	369	COFFEE SHOP	22	3.75	0.75	1
f2ed46f510e8828137c0f19e29512fbb7bf04fb2	3	99	35.585842	-80.875654	0.494553544	315f38d259be8edeb040e86c60eac73d066d403e	12/7/14 17:30	0	99	35.585842	-80.875654	970270	VAN BEAN CREME FRAPP GRANDE	97027	NFS BEVERAGE BLEND	1597	NFS STARBUCKS	369	COFFEE SHOP	22	3.75	0.75	1
b76e7a1d7578ae3c4386136f595330bccf10c913	4	82	35.03469	-80.97058	6.0406286	25237fa90ec9bd3d1673383180c6d3d0b58348c5	9/20/14 8:09	0	372	34.937113	-80.837892	970270	VAN BEAN CREME FRAPP GRANDE	97027	NFS BEVERAGE BLEND	1597	NFS STARBUCKS	369	COFFEE SHOP	22	3.75	0	1
752b22ddbe76c42a2060a336efcd5462c3d24567	2	475	35.061685	-80.994596	0.590681987	611269f01fe099d12306e0c9bce08560dee649d6	12/1/14 10:56	0	372	34.937113	-80.837892	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
bfcbbed802139ac7669186d20877dd39482cb698	2	317	35.024464	-80.847383	2.566042015	dd85821bcc59c8416056a69f3edc6befed45f6c4	2/11/15 12:32	0	372	34.937113	-80.837892	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
860719f80abfd06486d232b8a90d277c8bb718da	1	317	35.024464	-80.847383	1.324666087	4df21fd266fe59ac2cce9d4ba667a773857178fe	10/16/14 14:46	0	372	34.937113	-80.837892	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
bfcbbed802139ac7669186d20877dd39482cb698	2	317	35.024464	-80.847383	2.566042015	6471e36a9b0d1225e5e31a9e9c75ee4fafe1b847	11/26/14 13:11	0	372	34.937113	-80.837892	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
81716d206ac9e2fd11f4990c9cc9a400913a8da1	2	372	34.937113	-80.837892	1.594624469	3c78c1ec576716f126b69e3f76895299daa44311	12/30/14 11:38	0	372	34.937113	-80.837892	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
4b763d22f21a9368d026ffce30541832b3d1d92a	4	30	35.096737	-80.78468	1.469686186	8452edf40bdba2f78c971593108f11c57eec0ee3	10/31/14 6:58	0	30	35.096737	-80.78468	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
fcc5d58e9957d711f521538a51cd8e539172b551	2	274	35.603432	-80.895009	0.478338072	b316d2db5fa29f23170f9177c6f942f594f8f239	3/3/15 14:22	0	268	35.500972	-80.860108	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
a3f4cb9e93abd3649c447f33b58f674ae0bf6a11	1	343	35.024332	-80.760919	1.352889716	99378dec980b9d029df1de089c3dafa784490207	1/7/15 17:19	0	343	35.024332	-80.760919	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
02f632f97e6ee0e343457799ff8d03e0c10efc57	3	60	35.006282	-80.562829	1.950812949	16be678b2aed1bcebf29d1929731ed40b0cc94a5	2/17/15 17:37	0	372	34.937113	-80.837892	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
bc2094ce69319750fe453163626c34f5f02ac440	1	317	35.024464	-80.847383	1.935130924	13209104164c837754dc13ee1b0895df2a480bd2	9/16/14 10:05	0	372	34.937113	-80.837892	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
e1b64d50bff78b58d231ac88e6d5a1f63571b2fe	1	182	34.95459	-80.758228	1.652309698	c0b109b112c3e4906af55066340c029698849c65	1/2/15 10:31	0	372	34.937113	-80.837892	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
ac97c9807f4e8ecfd8f521ec71942b189b872c95	4	46	35.28326	-80.66939	2.324395143	01075d93ccacff7565ae7ea7d25d293efd12a3e9	2/15/15 12:34	0	157	35.124987	-80.709466	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
47be97d09e0003fbdc415c4bbbb20d3b1600e0cf	1	182	34.95459	-80.758228	2.736526554	6aed5830473b60d2c081ad62fbfc7fa0895184d0	2/16/15 14:26	0	372	34.937113	-80.837892	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
83ef7b48cfb4429025d2c7d9c24bc4b582f21ede	1	401	35.219587	-80.810056	0.674664643	77e83977695797905cbae373072f0426faf8e214	1/3/15 12:06	0	401	35.219587	-80.810056	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
07b57d1183af18d93e71704ee187dff4c4860163	3	343	35.024332	-80.760919	1.623728067	453c5595d4fa9d79922bb58f30d862f60a16d203	10/23/14 8:44	0	30	35.096737	-80.78468	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
fcc5d58e9957d711f521538a51cd8e539172b551	2	274	35.603432	-80.895009	0.478338072	5bccd11cf82bc01f392acb017dee064d54a8a9b1	10/7/14 13:33	0	268	35.500972	-80.860108	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
17fe33c60414bc1e1fc5eb342c1d9bc156262cf2	4	372	34.937113	-80.837892	15.01426605	374557575e792454415e94d407c31dab5ec47fff	11/23/14 12:53	0	372	34.937113	-80.837892	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
af28a45ea9671b5d0a7dc5621443254b6107e505	1	182	34.95459	-80.758228	2.042017112	c09afc34d8057e86a8485a0b778c83dd8619d3db	12/4/14 13:28	0	182	34.95459	-80.758228	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
b3f910f1762a90ccc704ed67d5558a0a0053ce17	1	182	34.95459	-80.758228	1.140579312	b83012bb3d7004b432c5f6fd8ce80f09b702c1c3	2/13/15 10:58	0	372	34.937113	-80.837892	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
e152fc2a3d1585d571a3531cf3108082295f0b31	4	30	35.096737	-80.78468	1.361808537	be8f687cee60cd6f7aafa00e99261b27652bb3b7	11/28/14 10:50	0	30	35.096737	-80.78468	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
ab2e0e98191b8e0155bb5afdcc911a1b9c4e2323	3	249	35.000049	-80.699686	1.909368632	442358e5d3d0931872977237a35ed09cd35e0b0a	10/9/14 9:53	0	182	34.95459	-80.758228	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
980185e36467e4c83cbc62b1c25ed702b6ffe667	2	372	34.937113	-80.837892	2.901017494	860777f692d2e4d559da9d0da1d4cc534ab73330	10/4/14 8:38	0	372	34.937113	-80.837892	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
fcc5d58e9957d711f521538a51cd8e539172b551	2	274	35.603432	-80.895009	0.478338072	5c18cb922ae8eb4e37c05c61cd7314c175313321	12/17/14 8:17	0	268	35.500972	-80.860108	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
af5041fd5b8afb72759adfccd8c05c691fcab801	1	88	35.103409	-80.992182	2.202236642	240334af670831c1ed86f702fd259013a078cd51	11/24/14 11:05	0	372	34.937113	-80.837892	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
bc08fefa4c8ec2cfb689abecbb76d0b0385ab12d	4	372	34.937113	-80.837892	14.38485077	fe085aac9a76e6c372ad441d4886bb431f038554	11/18/14 15:31	0	372	34.937113	-80.837892	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	1.2	0	2
3e2be403d13acb3d49978546757a7ff908a48183	1	317	35.024464	-80.847383	2.110031932	9ca368414c5d9f866da83fa4541e11947e5bc2ef	2/19/15 10:31	0	372	34.937113	-80.837892	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
6d6e6e417c49cf3c26edd0ad4df3c3227f670bf2	1	258	35.297134	-80.737839	1.033140989	5e7eade70f7e8494b1df29d42e3b2605ddecbb0b	12/20/14 9:32	0	258	35.297134	-80.737839	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
b65268f411a4740ecc39ed218be759e498a2e643	2	372	34.937113	-80.837892	4.20907208	c42d8acac949f495352d815022514da04db2ae87	12/15/14 12:05	0	11	35.053394	-80.848528	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
5574863a022c4a0e8707b9004a5888e179c899c2	2	372	34.937113	-80.837892	1.524222571	434dc3477cf08f3191ac004b284ed2af9c791b66	11/16/14 13:06	0	372	34.937113	-80.837892	970630	ADD SOY	97063	NFS OTHER	1596	NFS STARBUCKS	369	COFFEE SHOP	22	0.6	0	1
8c4537928c38b0a42936ae1338f368eb6da6b75b	3	474	35.172688	-80.661096	0.342611899	fecb17e3509565b2ea50197241bcb95605e7ac9e	2/13/15 8:17	0	474	35.172688	-80.661096	971620	TEVANA SPICE CHAI TEA LATTE G	97162	NFS BEVERAGE TEA	1582	NFS STARBUCKS	369	COFFEE SHOP	22	4.25	0	1
eeb4393b468b3138577519d2d1297e9cec4fe93b	1	45	35.066546	-80.771677	0.806574575	1d296a8dfc6bbd13e30b6d4d0b87c216d3e2dc88	1/26/15 16:07	0	45	35.066546	-80.771677	971620	TEVANA SPICE CHAI TEA LATTE G	97162	NFS BEVERAGE TEA	1582	NFS STARBUCKS	369	COFFEE SHOP	22	4.25	0	1
68437280b0298718c0f0cd146b0ececadc12bae9	2	88	35.103409	-80.992182	3.59068978	44ef71df50d562157476483cb12e35f37790a194	1/20/15 9:04	0	372	34.937113	-80.837892	958680	PUMPKIN CREAM CHEESE MUFFINS	95868	PASTRY	1599	STARBUCKS	370	COFFEE SHOP	22	2.45	0	1
cd82b0089e475d7674fa91422e3b28311d1bde88	4	372	34.937113	-80.837892	4.253008124	20640865fb2f978c903e37c2a65630bb384786cb	10/1/14 19:02	0	372	34.937113	-80.837892	958680	PUMPKIN CREAM CHEESE MUFFINS	95868	PASTRY	1599	STARBUCKS	370	COFFEE SHOP	22	2.45	0	1
c76b21dfd0f2c66352dad9d8e62bafc37863b4b3	1	39	35.140781	-80.62331	1.569873023	e0e0761a313939b7a216c3ac0e025571bc5509f4	12/22/14 12:36	0	474	35.172688	-80.661096	959120	PEPPERMNT WHITE CHOC. MOCHA 20	95912	NFS BEVERAGE BLEND	1597	NFS STARBUCKS	369	COFFEE SHOP	22	4.95	0	1
9d44568dded8166890c910aecbc70fbb51f36326	2	372	34.937113	-80.837892	5.458647515	959e3590cbc276706dcabbc7a4a2b61de2f31755	1/3/15 8:13	0	372	34.937113	-80.837892	969020	ICED WHITE CHOCO MOCHA VENTI	96902	NFS BEVERAGE ESPRESSO	1589	NFS STARBUCKS	369	COFFEE SHOP	22	4.95	0	1
b94422871341ac721517e7759e09991de07e4b1d	1	412	35.195689	-80.826724	0.739786383	82e2503b451bf3051332692595122dfb86ce0ea8	11/2/14 12:34	0	160	35.152722	-80.825175	772061209	BLAZE FIREFLY FLASHLIGHT	77206120	ALL OTHER TOYS	6450	TOYS	1556	GM	18	9.99	0	1
1c8e94670c63d78b3085b11946fa7fee1f84430f	4	121	35.444064	-80.995484	6.517504633	64908c459d229d46e467291c1222f60b343177d9	12/22/14 17:03	0	121	35.444064	-80.995484	828259307	LADIES KNIT ROCHED GLOVES	82825930	WINTER GLOVES	7221	SEASONAL MERCHANDISE	1600	GM	18	4.99	1	1
38f556ebac7b94edea9804feacf92fa9ff1eb5b7	2	190	35.41832	-80.746334	1.134446006	8236e26ee710ce561042719a131a310ccded7f51	1/4/15 8:26	0	190	35.41832	-80.746334	828259659	MENS KNIT WATCH CAP	82825968	WINTER GLOVES	7221	SEASONAL MERCHANDISE	1600	GM	18	2.99	0.5	1
61c2fea030ac6a1c5bb9ba2f3110567d40563bd5	1	220	35.341927	-80.764523	0.647159966	32d0faabeae6bbf466113289a35ddb7cdb62807c	11/18/14 7:38	0	220	35.341927	-80.764523	828259659	MENS KNIT WATCH CAP	82825968	WINTER GLOVES	7221	SEASONAL MERCHANDISE	1600	GM	18	2.99	0.5	1
d19aad74f8fda24ab6c6fd0f220837e38eee30d7	4	208	35.17739	-80.80146	0.915754392	ac0a53a64dd75116253d64cebfb94524fef267d9	11/28/14 16:48	0	167	35.318911	-80.780702	828259659	MENS KNIT WATCH CAP	82825968	WINTER GLOVES	7221	SEASONAL MERCHANDISE	1600	GM	18	2.99	0.5	1
9429970f38c1bfb83194d19c473ef1387f3106df	1	30	35.096737	-80.78468	1.283297191	6b1a17d3026d94880130a39ccf6a8a5d0cb5900e	11/16/14 19:21	0	147	35.082768	-80.732725	828259758	BOYS INSULATED FLEECE GLOVES	82825975	WINTER GLOVES	7221	SEASONAL MERCHANDISE	1600	GM	18	9.99	1	1
de971c00b3f018d18e7aeee56b8ef5ac93cc1993	1	218	35.175855	-80.85013	0.118046757	00b18c8286ece38aa8f7d1fc9d01154298671fca	1/12/15 15:21	0	11	35.053394	-80.848528	828259758	BOYS INSULATED FLEECE GLOVES	82825975	WINTER GLOVES	7221	SEASONAL MERCHANDISE	1600	GM	18	9.99	1	1
7ab9d203f0b0531f3b5228127bfc91b9d45d324f	1	66	35.059823	-80.816172	2.167060752	6093ebd2ebbc31417951aefb0f852eeecb262f6e	12/20/14 16:05	0	66	35.059823	-80.816172	8005930025	SWEET POTATO GNOCCHI	800593001	FILLED PASTA	1886	PASTA	440	DELI	6	4.99	0	1
fddfe1385dac6e096e26faa4f56d5c63d89ffc47	2	182	34.95459	-80.758228	2.127999222	ed773588406b2e3704bc2d5d3b3c98bcb079214e	9/15/14 15:45	0	182	34.95459	-80.758228	8005930025	SWEET POTATO GNOCCHI	800593001	FILLED PASTA	1886	PASTA	440	DELI	6	4.99	0	1
e03e606b1eb253afdbb1fe46d977c6bfd60a9767	1	372	34.937113	-80.837892	3.145331116	fc66f2fc604772943f77f347e528fcccddb82576	1/18/15 15:03	0	27	35.037115	-80.8062	8005930025	SWEET POTATO GNOCCHI	800593001	FILLED PASTA	1886	PASTA	440	DELI	6	4.99	0	1
ba50d6c4bc6c61810fb50285d50af750096deca3	4	122	35.372142	-80.782849	1.595479077	0164cfae280db133a0930e83b5a60207cccaa9b8	2/26/15 14:34	0	122	35.372142	-80.782849	8005930025	SWEET POTATO GNOCCHI	800593001	FILLED PASTA	1886	PASTA	440	DELI	6	4.99	0	1
bf5a342f30c239e16d60c7fdb42e16e2c30e5563	2	82	35.03469	-80.97058	1.445055166	117fe52e945cf6f794f99c20da945ae825017823	10/27/14 22:47	0	82	35.03469	-80.97058	8005930025	SWEET POTATO GNOCCHI	800593001	FILLED PASTA	1886	PASTA	440	DELI	6	4.99	0	1
7598ceb39d25cf64a7775ffc6c9dc4e33359eed8	3	121	35.444064	-80.995484	1.577594466	dfa706808de66938c5a8759b933346adba4b90e3	2/21/15 17:52	0	121	35.444064	-80.995484	8005930025	SWEET POTATO GNOCCHI	800593001	FILLED PASTA	1886	PASTA	440	DELI	6	4.99	0	1
4029e8c40dc895dfafa43d70281e40130c04eab8	2	258	35.297134	-80.737839	0.168192862	405ddc65fe7d3f44a961b4f0aeb75b1879bd06d0	12/4/14 17:59	0	258	35.297134	-80.737839	8005930025	SWEET POTATO GNOCCHI	800593001	FILLED PASTA	1886	PASTA	440	DELI	6	4.99	0	1
93d1e04e16abf71e0f3243fc07463ba928641cf9	4	66	35.059823	-80.816172	1.020415676	6431c968c66fdaa0200bfcdd65ee445eb2427b84	12/28/14 10:43	0	66	35.059823	-80.816172	8100003884	CG CLN SENS SKIN LMU CRM NAT-L	810000388	BRAND-COVER GIRL	3016	COSMETICS	1000	HBC	17	8.79	0	1
e07bc0e075e5d474ce3fd580d11db0ee00429565	2	475	35.061685	-80.994596	1.383465259	24a298de1f1bc6fd686b6f9533bc00ca474d25e8	9/12/14 16:19	0	475	35.061685	-80.994596	8421383511	MINNIE MOUSE BEANIE CLIP	842138330	J HOOK LAMI PROGRAM	6821	J-HOOK	1580	GM	18	4.99	1	1
e203ac836840782441ae80837012cce35b5e360e	1	272	35.4437	-80.8955	0.609510992	530348e37c8d17cbc563134db0db60a17e4e7cd6	2/22/15 12:15	0	272	35.4437	-80.8955	8421411429	I/OBLACK/WHITE RABBIT	842141142	EASTER PLUSH	7050	SEASONAL MERCHANDISE	1600	GM	18	9.99	1	1
79dc9328c12e01338bb0d725e4aa4c287d5f1357	3	208	35.17739	-80.80146	1.110942789	83954ece349cc7777a6ba8bc50cf5bced92408ba	11/9/14 13:12	0	208	35.17739	-80.80146	9125003354	ANDERSON VALLEY BLOOD ORANGE	912500335	CRAFT BEER	458	DOMESTIC BEER	82	BEER	16	10.99	0	1
f019a5cc1f13d7413fbb83ff0142530399406b53	2	122	35.372142	-80.782849	0.466769596	32b3bc1118ad81c9704bb6b338e0826aa019679c	12/4/14 10:27	0	122	35.372142	-80.782849	9281016137	PREVEN'BIG BOOK OF	928101613	MAGAZINES BI-MONTHLY	6788	MAGAZINES	1568	GM	18	10.99	0	1
504ab42c956393e7ab2ed8bd358fc9983c21f04a	1	171	35.141204	-80.739	0.496435008	74dbdf713b3b94f2f8fba148949da97938a979a5	12/4/14 9:06	0	157	35.124987	-80.709466	9281016137	PREVEN'BIG BOOK OF	928101613	MAGAZINES BI-MONTHLY	6788	MAGAZINES	1568	GM	18	10.99	0	1
d37e0ac4d603a31edc5d849d402d39302b4d0225	4	182	34.95459	-80.758228	17.08560687	7762b060b35b1eeaf53508d9325c3d9b0a6926ae	11/28/14 20:20	0	372	34.937113	-80.837892	9281028765	TEATIME	928102876	MAGAZINES BI-MONTHLY	6788	MAGAZINES	1568	GM	18	5.99	0	1
0bc08d2ed59ac6bb882c1045bbb4a2d7ce7fc4b0	2	129	35.04711	-80.64817	0.813373072	30b4ea3303d61941fc7100a08ee5555b64583da9	1/27/15 16:38	0	129	35.04711	-80.64817	9281502579	DEER & DEER HUNTIN	928150257	MAGAZINES BI-MONTHLY	6788	MAGAZINES	1568	GM	18	4.99	0	1
